EEG,alpha,beta,delta,theta
-0.897217,-1.95605,-1.47637,-1.10948,-0.0426244
2.39258,-1.93336,-0.740272,-0.964248,0.0816994
5.30396,-1.73762,0.401822,-0.815244,0.20408
5.66407,-1.39756,1.23721,-0.663591,0.320273
3.36304,-0.953193,1.18359,-0.510447,0.426083
0.695801,-0.450935,0.153876,-0.356994,0.517552
-0.396729,0.0614477,-1.33351,-0.204437,0.591134
1.46484,0.539446,-2.40393,-0.0539919,0.643851
3.1189,0.945506,-2.32266,0.0931156,0.673463
5.29785,1.25153,-0.95421,0.235661,0.678614
7.33033,1.44015,1.10256,0.372428,0.658959
9.46045,1.50491,2.80963,0.502211,0.615234
10.5896,1.44951,3.26073,0.623826,0.549264
8.80127,1.28633,2.19685,0.736118,0.463913
6.53687,1.03451,0.159268,0.837974,0.362958
4.90113,0.717881,-1.8124,0.928329,0.250927
4.56543,0.362851,-2.75837,1.00618,0.132898
4.5044,-0.00344295,-2.31363,1.07059,0.0142603
4.8645,-0.354831,-0.867443,1.12071,-0.0995514
5.67017,-0.66756,0.70626,1.15578,-0.203337
5.62134,-0.921501,1.56928,1.17514,-0.292409
4.1565,-1.10114,1.37741,1.17823,-0.362851
2.15454,-1.19632,0.420011,1.16463,-0.411716
0.897217,-1.20275,-0.613027,1.134,-0.437166
0.616455,-1.12229,-1.07049,1.08617,-0.438559
2.04468,-0.962864,-0.712752,1.02106,-0.416484
3.27759,-0.737994,0.190824,0.938759,-0.372757
5.24292,-0.465768,1.06747,0.839488,-0.310326
5.60303,-0.167446,1.39729,0.723616,-0.233134
4.3274,0.134233,0.99798,0.591669,-0.145905
2.39868,0.416888,0.0862184,0.444323,-0.0538924
1.39771,0.660356,-0.88556,0.282412,0.0374225
2.36817,0.848374,-1.48883,0.106911,0.122659
3.33252,0.969848,-1.51499,-0.0810624,0.196839
2.78931,1.01955,-1.0178,-0.280265,0.255642
2.17285,0.99818,-0.223073,-0.489329,0.295615
1.94702,0.91181,0.602392,-0.706764,0.314387
3.47901,0.770771,1.2382,-0.930971,0.310866
5.23682,0.588159,1.5328,-1.16025,0.285366
4.91333,0.378221,1.39873,-1.39282,0.239592
2.69165,0.154872,0.827667,-1.62682,0.1765
0.109863,-0.0694054,-0.0686824,-1.86032,0.100087
-2.21558,-0.28417,-1.03542,-2.09138,0.0151779
-3.16773,-0.481078,-1.7236,-2.31801,-0.0728321
-3.61939,-0.653445,-1.8232,-2.53822,-0.158301
-3.54004,-0.795532,-1.22412,-2.75002,-0.235712
-3.25318,-0.901782,-0.110348,-2.95148,-0.300038
-2.66113,-0.966261,1.08419,-3.14067,-0.347052
-2.34375,-0.982465,1.85522,-3.31575,-0.373578
-2.16065,-0.943636,1.86165,-3.47497,-0.377675
-3.40576,-0.843739,1.09647,-3.61664,-0.358756
-5.27344,-0.679054,-0.0947473,-3.73921,-0.317645
-5.40161,-0.450116,-1.16536,-3.84126,-0.256573
-3.44849,-0.163516,-1.6253,-3.92152,-0.179083
-1.66016,0.166869,-1.28491,-3.97887,-0.0898356
-1.61743,0.519565,-0.361199,-4.01239,0.00567567
-1.67847,0.866318,0.621227,-4.02134,0.101455
0.268555,1.17411,1.10311,-4.00518,0.191365
2.18506,1.40833,0.805521,-3.96358,0.269515
1.26953,1.53681,-0.0887299,-3.89641,0.330657
-1.89209,1.53431,-1.0106,-3.80377,0.370547
-2.68555,1.3868,-1.32316,-3.68596,0.38623
-0.305176,1.09486,-0.71509,-3.54351,0.376244
3.56446,0.675533,0.569384,-3.37717,0.340754
3.6499,0.16214,1.82853,-3.1879,0.281596
2.06299,-0.398073,2.29963,-2.97688,0.202216
-0.280762,-0.948454,1.62507,-2.74545,0.107492
-2.02026,-1.42908,0.0916683,-2.49516,0.00344697
-3.80249,-1.78382,-1.52455,-2.22775,-0.103118
-4.57154,-1.96744,-2.42152,-1.9451,-0.20503
-4.54102,-1.95193,-2.24455,-1.64925,-0.295183
-2.68555,-1.73106,-1.25815,-1.34238,-0.366983
-1.14746,-1.32241,-0.109549,-1.02678,-0.414794
0.189209,-0.766395,0.637438,-0.704854,-0.434332
0.695801,-0.122212,0.858643,-0.379054,-0.422974
1.92261,0.538812,0.862116,-0.0519003,-0.379971
5.49317,1.14168,1.03879,0.274057,-0.306561
9.39942,1.61691,1.45713,0.596256,-0.205977
11.0901,1.90937,1.73911,0.912146,-0.0833205
9.46045,1.98536,1.34354,1.21921,0.0546859
6.03638,1.83719,0.0592728,1.515,0.200054
4.07715,1.48435,-1.68092,1.79712,0.343973
3.4607,0.971289,-2.9539,2.06331,0.477318
3.60108,0.361951,-2.91979,2.31141,0.591216
5.34058,-0.268241,-1.43697,2.53942,0.677587
6.97632,-0.842026,0.734912,2.74549,0.729653
6.46973,-1.29025,2.34033,2.92796,0.742387
4.84009,-1.56073,2.41608,3.08535,0.712884
2.04468,-1.62493,0.945648,3.21641,0.640612
0.714112,-1.48152,-1.07936,3.32011,0.527499
0.848389,-1.15629,-2.26702,3.39566,0.377883
2.91748,-0.698496,-1.72497,3.44251,0.198336
6.70166,-0.173837,0.334201,3.46035,-0.00259496
10.2478,0.344623,2.6859,3.44913,-0.21476
11.0474,0.78649,3.8335,3.40908,-0.426926
8.10547,1.09358,2.92528,3.34063,-0.627404
2.39868,1.22769,0.273699,3.24452,-0.804749
-2.52075,1.17559,-2.82741,3.1217,-0.948443
-4.35791,0.950421,-4.84171,2.97335,-1.04953
-3.83911,0.589418,-4.8136,2.8009,-1.10112
-2.17285,0.148351,-2.80195,2.60596,-1.09882
-0.531006,-0.306572,0.260292,2.39037,-1.04098
2.09351,-0.708166,3.10707,2.15615,-0.928925
4.49829,-0.997769,4.71981,1.90548,-0.766946
5.14527,-1.13346,4.6573,1.64071,-0.562219
4.05274,-1.09581,3.07134,1.36431,-0.324463
1.64795,-0.890454,0.536603,1.07888,-0.0654191
-0.177002,-0.547045,-2.14766,0.787104,0.201793
-1.55029,-0.114823,-4.13104,0.491727,0.463381
-2.89307,0.344511,-4.70961,0.195532,0.705618
-2.62451,0.765591,-3.58087,-0.0986835,0.915565
0.408936,1.08858,-1.06632,-0.388138,1.08177
4.92554,1.26751,1.88401,-0.670088,1.19495
7.85523,1.27658,4.02939,-0.941855,1.24848
6.11573,1.1136,4.42444,-1.20085,1.23886
1.67847,0.800053,2.93881,-1.44461,1.16584
-1.77002,0.377951,0.366076,-1.67079,1.0325
-3.27759,-0.0961936,-1.99785,-1.87721,0.845165
-3.75977,-0.55928,-3.07977,-2.06189,0.61309
-3.97949,-0.950374,-2.6098,-2.22299,0.348073
-3.9856,-1.21901,-1.1875,-2.35894,0.06382
-3.94898,-1.33187,0.194103,-2.46835,-0.22478
-4.10157,-1.27701,0.824376,-2.55011,-0.502445
-5.18799,-1.06509,0.67898,-2.60334,-0.754305
-4.56543,-0.727461,0.292084,-2.62743,-0.966693
-2.81372,-0.311492,0.235738,-2.62206,-1.1279
0.109863,0.126294,0.630712,-2.58717,-1.22886
1.58692,0.528223,1.07001,-2.523,-1.26368
1.13525,0.843414,1.0001,-2.43005,-1.22995
-0.0915528,1.03454,0.237861,-2.30912,-1.12893
-0.317383,1.08247,-0.809316,-2.16129,-0.965437
0.598145,0.988293,-1.41757,-1.98789,-0.747661
1.97754,0.772443,-1.11294,-1.79055,-0.486719
3.83301,0.471248,-0.0814741,-1.57111,-0.196083
5.57862,0.131294,0.920191,-1.33167,0.109129
4.91333,-0.197509,1.11365,-1.07453,0.412945
3.05176,-0.469108,0.300655,-0.802183,0.699377
0.921631,-0.647669,-0.949367,-0.51729,0.953249
0.964356,-0.712287,-1.69193,-0.222656,1.16101
4.5105,-0.659463,-1.30446,0.0787855,1.31144
7.54395,-0.503086,0.032778,0.384004,1.39626
9.66187,-0.271931,1.44361,0.689897,1.41054
8.8379,-0.00507168,1.98453,0.993319,1.35299
6.073,0.254088,1.33244,1.29111,1.22597
4.42505,0.464224,0.0171806,1.58014,1.03543
5.44434,0.59203,-0.978853,1.8573,0.790474
8.23975,0.616879,-0.958081,2.11958,0.50292
9.46656,0.533595,-0.0320684,2.36408,0.186675
7.53785,0.35302,0.960672,2.58803,-0.142966
4.58985,0.100326,1.08663,2.78881,-0.4701
1.35498,-0.188651,0.034103,2.964,-0.779029
-0.531006,-0.472478,-1.61321,3.11139,-1.05507
-2.6001,-0.709863,-2.74923,3.22899,-1.28533
-2.28882,-0.865264,-2.49938,3.31509,-1.4593
1.36108,-0.913646,-0.822455,3.36827,-1.56937
4.58374,-0.84381,1.45053,3.38738,-1.61109
5.67627,-0.659898,3.14387,3.3716,-1.58331
4.99268,-0.380884,3.44881,3.32041,-1.48818
4.41284,-0.0381378,2.34517,3.23363,-1.33098
5.17578,0.328617,0.501647,3.11139,-1.1198
4.69971,0.676324,-1.20414,2.95418,-0.865069
2.91138,0.963893,-2.17918,2.76282,-0.57897
2.03858,1.15707,-2.31581,2.53844,-0.274748
2.47803,1.23237,-1.85518,2.28255,0.0339798
3.2959,1.17962,-1.10975,1.99694,0.333934
2.13013,1.00289,-0.28553,1.68372,0.612825
0.543213,0.719724,0.505327,1.34526,0.859912
0.836182,0.358886,1.14203,0.984241,1.06643
3.38745,-0.0430646,1.46351,0.603547,1.22593
3.27149,-0.445839,1.36343,0.206302,1.33447
0.372315,-0.809705,0.912104,-0.20418,1.39069
-3.19214,-1.09952,0.357025,-0.624419,1.3957
-2.92359,-1.28806,-0.038803,-1.0508,1.35283
-1.3916,-1.35842,-0.198274,-1.47961,1.26731
-1.5564,-1.30524,-0.286663,-1.90705,1.14585
-3.82691,-1.13477,-0.547346,-2.32932,0.996225
-6.5857,-0.86388,-1.03689,-2.7426,0.826764
-8.59986,-0.518135,-1.4917,-3.14312,0.645808
-8.40455,-0.129165,-1.4751,-3.52719,0.461243
-5.896,0.268389,-0.725813,-3.89123,0.280121
-2.97241,0.640037,0.560231,-4.23181,0.10837
-1.54419,0.95436,1.7654,-4.54567,-0.0494056
-2.35596,1.1855,2.22247,-4.82978,-0.190038
-3.02124,1.31508,1.67156,-5.08134,-0.311809
-3.74146,1.33353,0.458945,-5.29786,-0.414372
-4.90113,1.24066,-0.68921,-5.47713,-0.498581
-5.00489,1.04543,-1.16674,-5.61727,-0.566258
-3.78418,0.765058,-0.895062,-5.71674,-0.619914
-3.16162,0.423588,-0.333815,-5.7744,-0.66242
-4.97437,0.049868,-0.0874369,-5.78944,-0.696642
-9.24683,-0.324799,-0.409145,-5.76148,-0.725115
-11.5479,-0.669257,-0.985694,-5.6905,-0.74978
-10.6079,-0.955085,-1.17491,-5.57691,-0.771804
-7.78809,-1.15897,-0.522631,-5.42149,-0.791444
-4.81568,-1.26466,0.830752,-5.22544,-0.807991
-4.30908,-1.26437,2.16803,-4.99034,-0.819813
-4.35181,-1.15933,2.64099,-4.71813,-0.824502
-5.82276,-0.959641,1.83733,-4.41109,-0.819099
-7.44019,-0.683202,0.0766178,-4.07186,-0.800353
-8.58765,-0.354104,-1.76276,-3.70336,-0.765006
-7.2876,-0.000503687,-2.76115,-3.30878,-0.710093
-4.47998,0.347795,-2.47605,-2.89156,-0.633248
-1.68457,0.661921,-1.14533,-2.45536,-0.533006
-1.24512,0.916427,0.51057,-2.00401,-0.409069
-1.12305,1.09143,1.71873,-1.54148,-0.262487
0.408936,1.17417,2.03732,-1.07183,-0.0957178
3.2898,1.15984,1.49504,-0.599199,0.087409
4.53491,1.05168,0.471646,-0.127712,0.281806
2.54517,0.860365,-0.549091,0.338525,0.481309
-0.323487,0.602783,-1.19502,0.795485,0.678925
-0.201416,0.300425,-1.30466,1.23925,0.867162
1.95923,-0.0223757,-0.919785,1.66605,1.03838
4.14429,-0.340295,-0.226779,2.07232,1.18514
3.95508,-0.62886,0.512533,2.4547,1.30062
3.57666,-0.866156,1.03352,2.81012,1.37896
3.6377,-1.03426,1.14701,3.13578,1.41565
3.23487,-1.12036,0.806896,3.42924,1.40784
1.43433,-1.11747,0.134478,3.68839,1.35457
0.20752,-1.02482,-0.621114,3.91151,1.25682
0.701905,-0.847938,-1.17392,4.09727,1.11753
2.11182,-0.598408,-1.305,4.24474,0.941463
1.34888,-0.293423,-0.940137,4.35342,0.734998
0.903321,0.0449605,-0.180224,4.42321,0.505801
2.0813,0.390899,0.720431,4.45445,0.262473
4.58374,0.716247,1.42613,4.44788,0.0141451
6.18287,0.992438,1.63392,4.40467,-0.229971
5.16968,1.19273,1.20307,4.32636,-0.461034
2.36206,1.29465,0.246934,4.21489,-0.670994
0.701905,1.28255,-0.874472,4.07253,-0.852932
-0.921631,1.14979,-1.68969,3.90187,-1.00133
-1.20239,0.900526,-1.83456,3.70582,-1.11228
-1.16577,0.550438,-1.24207,3.48749,-1.18362
-1.36719,0.126454,-0.185973,3.25024,-1.21499
-0.830079,-0.334753,0.860557,2.99759,-1.20772
-1.50757,-0.789515,1.47311,2.73322,-1.16471
-2.50855,-1.19107,1.48171,2.4609,-1.09011
-3.94287,-1.49434,1.01404,2.18442,-0.989062
-4.10767,-1.66098,0.366976,1.90762,-0.867378
-3.94898,-1.66427,-0.190166,1.63425,-0.731215
-3.30811,-1.49304,-0.544193,1.36798,-0.586739
-3.2898,-1.15424,-0.729219,1.11235,-0.439809
-3.36304,-0.673622,-0.821335,0.870697,-0.295697
-4.04663,-0.0943429,-0.842023,0.646176,-0.158852
-3.49732,0.526683,-0.747697,0.441662,-0.0327113
-1.48926,1.12428,-0.495667,0.259745,0.0804212
1.12305,1.63192,-0.110015,0.102686,0.179388
2.72217,1.98919,0.319524,-0.027603,0.26408
2.68555,2.1492,0.700591,-0.129591,0.335262
2.70996,2.08464,0.993597,-0.202149,0.394338
3.05786,1.792,1.19622,-0.244568,0.443099
4.90723,1.29307,1.26854,-0.25657,0.483467
5.90821,0.633607,1.08441,-0.238307,0.517275
4.96826,-0.120791,0.491007,-0.190364,0.546059
0.305176,-0.891335,-0.533196,-0.113747,0.57086
-4.55323,-1.59451,-1.73985,-0.00987538,0.592074
-5.88379,-2.15143,-2.63294,0.11944,0.609369
-3.97949,-2.49701,-2.69505,0.272014,0.621706
-0.811768,-2.58769,-1.70382,0.445312,0.627436
0.775147,-2.4069,0.0691037,0.636478,0.624467
1.72119,-1.96748,1.93242,0.842369,0.610468
3.8208,-1.31082,3.10539,1.05959,0.583096
7.02515,-0.502694,3.11334,1.28455,0.54023
9.42383,0.373713,2.01122,1.51348,0.480215
9.04542,1.22671,0.313347,1.74252,0.40211
6.15845,1.96612,-1.30023,1.96769,0.305914
4.82178,2.51321,-2.30168,2.18505,0.192739
5.92652,2.80935,-2.4792,2.39063,0.0649003
7.89795,2.82242,-1.90777,2.58058,-0.0740765
8.55103,2.55024,-0.825127,2.75116,-0.21953
7.4585,2.02057,0.461068,2.89881,-0.365819
6.20728,1.28797,1.59551,3.0202,-0.506546
6.13404,0.427634,2.19548,3.11226,-0.634863
5.32837,-0.472849,1.95714,3.17224,-0.743838
3.302,-1.32288,0.843401,3.19773,-0.82686
-0.20752,-2.03841,-0.773501,3.18673,-0.878056
-4.10767,-2.55044,-2.17424,3.13766,-0.8927
-5.85328,-2.81179,-2.60776,3.04938,-0.867578
-4.36402,-2.80129,-1.71867,2.92122,-0.8013
0.274658,-2.52521,0.178105,2.75297,-0.694508
4.77906,-2.01564,2.18594,2.54493,-0.549976
5.44434,-1.32644,3.2716,2.29786,-0.372591
2.90528,-0.526935,2.82458,2.013,-0.169207
-0.335694,0.305342,1.00104,1.6921,0.0515979
-0.76294,1.09247,-1.35136,1.33735,0.279859
-0.140381,1.76349,-3.13763,0.95138,0.504648
-0.0244141,2.26077,-3.56702,0.537277,0.71459
0.421143,2.54466,-2.51018,0.0985062,0.898459
1.80664,2.59619,-0.499652,-0.361091,1.04578
3.27149,2.41772,1.57676,-0.837349,1.14738
3.33863,2.03166,2.89472,-1.32582,1.19594
1.82495,1.47754,3.01806,-1.82185,1.18647
-0.0549317,0.807838,2.01706,-2.32057,1.11664
-2.54517,0.0829452,0.381963,-2.81701,0.987001
-6.01197,-0.634118,-1.19855,-3.30613,0.801064
-9.1919,-1.28283,-2.10764,-3.78283,0.565197
-11.4136,-1.80988,-2.03766,-4.2421,0.28845
-11.853,-2.17321,-1.1151,-4.67899,-0.017782
-11.1023,-2.34509,0.150223,-5.08871,-0.340228
-10.5164,-2.31399,1.09831,-5.46668,-0.664338
-11.6394,-2.08516,1.24799,-5.80857,-0.974963
-13.7817,-1.67996,0.558467,-6.11033,-1.25709
-16.4063,-1.13404,-0.532605,-6.3683,-1.49655
-16.1194,-0.494709,-1.33934,-6.57919,-1.68076
-13.4399,0.182756,-1.31184,-6.74013,-1.7993
-9.13086,0.839414,-0.357214,-6.84874,-1.84446
-5.41993,1.41752,1.09021,-6.90314,-1.8117
-3.21045,1.86549,2.28949,-6.90198,-1.6999
-2.86255,2.14263,2.57512,-6.84444,-1.51154
-3.85132,2.22296,1.69044,-6.73026,-1.25258
-5.87159,2.09807,-0.0899561,-6.55975,-0.932299
-6.78711,1.77846,-2.08175,-6.33378,-0.562826
-6.97022,1.2933,-3.47294,-6.05377,-0.158657
-6.82373,0.688252,-3.63991,-5.72169,0.263994
-6.48804,0.0215852,-2.39309,-5.34004,0.687894
-4.40674,-0.6413,-0.0855581,-4.9118,1.09555
-0.732422,-1.23437,2.45918,-4.44043,1.46998
3.82691,-1.69784,4.21693,-3.92983,1.79547
5.3833,-1.98464,4.3789,-3.38432,2.0583
3.32642,-2.06579,2.76069,-2.80854,2.24735
-0.213623,-1.93391,-0.0165382,-2.20748,2.35455
-2.78931,-1.60439,-2.73673,-1.58639,2.37524
-1.70288,-1.11407,-4.15838,-0.950716,2.30831
0.982667,-0.517384,-3.67054,-0.306079,2.1562
4.53491,0.119584,-1.65034,0.341812,1.92481
6.16455,0.726443,0.733427,0.987204,1.62318
7.08619,1.23653,2.19853,1.62436,1.26317
6.10962,1.59467,2.11257,2.24763,0.858874
3.55835,1.76364,0.855428,2.85148,0.426075
2.45361,1.72861,-0.469837,3.43058,-0.0185061
4.87671,1.49879,-0.803094,3.97984,-0.45795
9.33228,1.10619,0.133799,4.49446,-0.875896
11.2854,0.601573,1.62796,4.96994,-1.25723
8.52662,0.0480975,2.45207,5.4022,-1.58866
3.62549,-0.486584,1.71687,5.78752,-1.85922
-0.115967,-0.938727,-0.473881,6.12269,-2.06064
-1.67847,-1.25637,-3.01509,6.40494,-2.18759
-2.41699,-1.40561,-4.45606,6.63202,-2.2378
-1.7273,-1.37455,-3.89363,6.80221,-2.21204
0.488282,-1.17425,-1.52324,6.9143,-2.11394
2.75269,-0.836822,1.4941,6.96763,-1.94975
5.64576,-0.410719,3.73467,6.96209,-1.72794
7.73926,0.0459818,4.31086,6.8981,-1.45882
8.4961,0.473428,3.2669,6.77664,-1.15402
7.43409,0.817839,1.37817,6.5992,-0.825989
5.29785,1.03833,-0.433223,6.36775,-0.487343
3.36914,1.11187,-1.63057,6.08475,-0.15037
2.33154,1.03565,-2.20432,5.75309,0.173485
1.37329,0.826733,-2.40866,5.37606,0.474018
0.128174,0.518998,-2.37708,4.95734,0.742582
-1.84326,0.157914,-1.95914,4.50092,0.972327
-2.9419,-0.206019,-0.909579,4.01109,1.15834
-1.55029,-0.524307,0.745007,3.49237,1.29769
1.86157,-0.756975,2.49665,2.94949,1.3894
4.08936,-0.877668,3.52781,2.38732,1.43434
2.72827,-0.87661,3.19303,1.81085,1.43501
-1.33667,-0.761081,1.48439,1.2251,1.39531
-4.76075,-0.553443,-0.864263,0.635117,1.32023
-6.64063,-0.287132,-2.74245,0.0458873,1.21555
-5.34058,-0.00132429,-3.2822,-0.537695,1.08752
-3.86353,0.264882,-2.33732,-1.11088,0.942588
-2.28272,0.477924,-0.522003,-1.6691,0.787081
-1.84937,0.614109,1.19532,-2.208,0.626967
-3.13111,0.662253,2.05927,-2.7235,0.467621
-4.31519,0.624323,1.89139,-3.21176,0.313625
-5.50537,0.514056,1.05618,-3.6693,0.168628
-5.44434,0.353915,0.118214,-4.09296,0.0352814
-5.04151,0.170945,-0.530662,-4.47992,-0.0847294
-5.43824,-0.00773675,-0.824487,-4.82776,-0.190613
-8.00171,-0.159065,-0.908212,-5.13445,-0.282364
-10.5957,-0.267138,-0.910938,-5.39835,-0.360636
-10.8826,-0.324907,-0.817136,-5.61823,-0.426585
-8.96607,-0.33427,-0.525941,-5.79329,-0.481691
-6.47583,-0.304654,-0.0119749,-5.92311,-0.527581
-7.00684,-0.250443,0.581564,-6.00768,-0.565849
-8.35572,-0.187732,1.01408,-6.04737,-0.5979
-8.82569,-0.13104,1.12347,-6.0429,-0.62484
-7.87964,-0.0905448,0.947072,-5.99534,-0.6474
-6.03028,-0.0703235,0.672038,-5.9061,-0.66588
-5.68238,-0.0679003,0.451059,-5.77687,-0.680098
-6.11573,-0.0751954,0.246672,-5.60966,-0.689376
-7.14722,-0.0806541,-0.14348,-5.40671,-0.692593
-9.90601,-0.0720928,-0.875696,-5.17048,-0.688284
-11.9019,-0.0396895,-1.82593,-4.90363,-0.674768
-12.0117,0.0214499,-2.54093,-4.60896,-0.650283
-10.2722,0.109627,-2.46066,-4.28943,-0.613152
-8.13599,0.21612,-1.29274,-3.94808,-0.561941
-5.52369,0.326127,0.712971,-3.58804,-0.495608
-2.84424,0.420987,2.79668,-3.21247,-0.413614
1.40991,0.481321,4.0398,-2.82455,-0.316024
2.56348,0.490507,3.83824,-2.42744,-0.203592
0.476075,0.437929,2.22161,-2.02425,-0.0778255
-3.10669,0.321433,-0.160437,-1.61802,0.0590029
-5.51758,0.148605,-2.36253,-1.2117,0.20389
-4.87671,-0.06348,-3.58617,-0.808127,0.353161
-3.65601,-0.290112,-3.50777,-0.410002,0.502543
-3.55835,-0.502174,-2.3512,-0.0198901,0.647283
-4.22974,-0.670257,-0.710567,0.359813,0.782321
-4.63257,-0.769006,0.757635,0.726887,0.902512
-2.05078,-0.781063,1.61763,1.0793,1.00285
1.08643,-0.699989,1.79298,1.41521,1.07866
2.52075,-0.531678,1.51696,1.73297,1.12586
2.04468,-0.294015,1.13661,2.03112,1.14111
1.78833,-0.0147402,0.881227,2.3084,1.12205
3.97339,0.272182,0.727288,2.56378,1.06744
4.98047,0.531186,0.446949,2.79639,0.977247
3.67432,0.730006,-0.179771,3.00558,0.852742
1.23291,0.844112,-1.12389,3.19089,0.696533
-0.567627,0.860005,-2.0177,3.35201,0.512534
-0.634766,0.776944,-2.31988,3.48883,0.305855
-0.720215,0.60686,-1.66779,3.60136,0.0826394
-0.830079,0.372511,-0.193052,3.6898,-0.150128
0.65918,0.104152,1.44242,3.75445,-0.384812
1.98975,-0.164746,2.37216,3.79579,-0.613355
1.41602,-0.402056,2.04603,3.81438,-0.827569
-1.78833,-0.581199,0.61512,3.81091,-1.01948
-6.2439,-0.684403,-1.09632,3.78615,-1.18167
-7.58667,-0.704597,-2.05354,3.74098,-1.30756
-4.38843,-0.645691,-1.63773,3.67637,-1.39172
1.00098,-0.521305,-0.0415482,3.59335,-1.43013
4.47388,-0.352227,1.82407,3.49299,-1.42042
3.22876,-0.163048,2.85798,3.37645,-1.36199
-1.03149,0.0215034,2.40378,3.24489,-1.25609
-4.3396,0.179982,0.607825,3.09954,-1.10581
-5.43213,0.296903,-1.69134,2.94166,-0.916073
-4.80347,0.364303,-3.4358,2.77254,-0.693474
-4.60205,0.381999,-3.877,2.5935,-0.446015
-5.25513,0.356628,-2.86958,2.40587,-0.182776
-5.84717,0.299721,-0.831541,2.21098,0.0864775
-4.07105,0.225242,1.51807,2.0102,0.351691
1.35498,0.147039,3.44677,1.80487,0.602941
6.91529,0.0766353,4.39345,1.59635,0.830831
7.64771,0.0216876,4.05249,1.38599,1.02688
3.23487,-0.0146939,2.42916,1.17511,1.18387
-2.948,-0.0337344,-0.10418,0.965026,1.29617
-6.12793,-0.0400299,-2.81342,0.757035,1.36001
-5.70069,-0.0400752,-4.76691,0.552403,1.37368
-5.43213,-0.0405758,-5.17438,0.352369,1.33754
-6.02417,-0.0468475,-3.7695,0.158145,1.25404
-5.85328,-0.0616192,-1.01329,-0.0290962,1.12757
-3.8208,-0.0844862,2.04731,-0.208222,0.964261
0.280762,-0.1121,4.23776,-0.378147,0.771679
1.94092,-0.13898,4.79874,-0.53784,0.558475
0.567627,-0.158734,3.71041,-0.686328,0.333941
-1.82495,-0.165442,1.62025,-0.822705,0.10759
-3.32642,-0.154995,-0.560568,-0.94614,-0.111248
-3.87573,-0.126138,-2.1293,-1.05589,-0.313835
-5.5481,-0.0809566,-2.84939,-1.15128,-0.49242
-7.43409,-0.0246702,-2.87748,-1.23176,-0.640594
-7.73316,0.0352479,-2.47591,-1.29688,-0.753568
-6.79932,0.0904254,-1.7613,-1.34629,-0.82838
-5.77393,0.133122,-0.683905,-1.37976,-0.863994
-4.63867,0.157638,0.767496,-1.3972,-0.861298
-2.771,0.161339,2.33284,-1.39863,-0.822983
0.689698,0.145092,3.45458,-1.38421,-0.753362
2.52686,0.113067,3.53932,-1.35424,-0.658112
1.42822,0.0719576,2.3555,-1.30914,-0.543935
-1.81885,0.0297679,0.278067,-1.2495,-0.418166
-4.17481,-0.00563535,-1.83348,-1.17603,-0.288342
-4.45557,-0.0279893,-3.08955,-1.08958,-0.161813
-3.28369,-0.0338501,-3.07533,-0.99111,-0.0453636
-2.58789,-0.0232911,-2.06489,-0.881717,0.0551358
-3.25318,7.29361E-05,-0.789565,-0.762612,0.135031
-4.05274,0.0297371,0.0828131,-0.635117,0.19111
-4.01612,0.0575121,0.389102,-0.500657,0.221736
-2.92359,0.0750782,0.51157,-0.360743,0.226884
-1.11084,0.075618,0.985335,-0.216958,0.208096
1.61133,0.0552467,1.96657,-0.0709377,0.168344
3.83301,0.0139595,2.97874,0.0756359,0.1118
4.23584,-0.0441128,3.16734,0.221051,0.0435596
2.31934,-0.111202,1.91881,0.363582,-0.0306677
-2.48413,-0.177053,-0.59203,0.501503,-0.10489
-6.68335,-0.230516,-3.34534,0.633113,-0.173185
-8.75245,-0.261313,-5.00192,0.756755,-0.230052
-8.03223,-0.261752,-4.69047,0.870835,-0.270741
-5.06592,-0.228129,-2.53813,0.973844,-0.291545
-1.67236,-0.161579,0.409618,1.06437,-0.290022
0.512696,-0.0682193,2.81944,1.14114,-0.265145
0.64087,0.0414711,3.82312,1.20299,-0.217343
-0.0915528,0.153996,3.4041,1.24892,-0.148466
0.323487,0.254711,2.20883,1.27812,-0.061673
2.62451,0.329912,0.984257,1.28995,0.0387505
3.93677,0.368799,0.0808117,1.28396,0.14765
2.53296,0.365046,-0.634002,1.25991,0.259325
-1.44043,0.317788,-1.44739,1.21777,0.367879
-5.3711,0.231892,-2.37377,1.15773,0.46756
-7.17164,0.117453,-3.00306,1.0802,0.553067
-5.85328,-0.011469,-2.76536,0.985818,0.61981
-3.07617,-0.138659,-1.41249,0.875436,0.664147
-0.55542,-0.247876,0.666643,0.750112,0.683587
-0.238037,-0.325004,2.56844,0.611105,0.67695
-1.99585,-0.359958,3.38478,0.459867,0.644439
-2.64893,-0.348062,2.76101,0.298022,0.587607
-2.4292,-0.290732,1.11758,0.127357,0.509237
-2.03858,-0.19536,-0.617628,-0.0501987,0.413167
-2.33154,-0.0744457,-1.58315,-0.232584,0.304081
-3.16773,0.0559112,-1.4808,-0.417632,0.187229
-3.44238,0.178017,-0.681735,-0.603091,0.0680861
-3.25928,0.274859,0.0954405,-0.786652,-0.0479964
-3.79029,0.332375,0.290015,-0.965979,-0.156072
-4.73023,0.341361,-0.154333,-1.13874,-0.251835
-6.5918,0.298772,-0.809523,-1.30265,-0.33183
-7.1106,0.208297,-1.10048,-1.45546,-0.393653
-7.1106,0.0801821,-0.711301,-1.59503,-0.436076
-5.40772,-0.0697155,0.208599,-1.71933,-0.459089
